H,2022-10-19 13:21:27.658409,0.27,-0.24,0.94,-1.89,-24.60,38.64,16.69,86.52,-127.23,1
H,2022-10-19 13:21:27.679316,0.29,-0.20,0.97,-9.28,-27.65,35.22,16.69,86.52,-127.23,1
H,2022-10-19 13:21:27.699281,0.23,-0.19,1.06,-17.70,-28.99,30.15,14.73,83.87,-126.89,1
H,2022-10-19 13:21:27.719250,0.21,-0.21,1.06,-6.04,-21.85,33.14,14.73,83.87,-126.89,1
H,2022-10-19 13:21:27.739561,0.27,-0.19,1.00,1.53,-16.42,41.32,9.80,84.09,-130.20,1
H,2022-10-19 13:21:27.759450,0.29,-0.13,0.96,-16.91,-19.65,32.35,9.80,84.09,-130.20,1
H,2022-10-19 13:21:27.779463,0.25,0.00,1.03,-36.19,-19.10,21.12,9.80,84.09,-130.20,1
H,2022-10-19 13:21:27.799473,0.22,0.01,1.05,-38.27,-17.15,12.63,5.02,88.16,-130.22,1
H,2022-10-19 13:21:27.819701,0.20,-0.02,1.03,-19.59,-17.33,18.62,5.02,88.16,-130.22,1
H,2022-10-19 13:21:27.840135,0.20,0.02,1.02,-9.52,-19.53,25.27,2.40,93.79,-131.74,1
H,2022-10-19 13:21:27.860159,0.15,0.07,1.06,-11.29,-19.59,22.83,2.40,93.79,-131.74,1
H,2022-10-19 13:21:27.880131,0.12,0.14,1.12,-16.54,-17.52,14.77,2.40,93.79,-131.74,1
H,2022-10-19 13:21:27.900066,0.08,0.09,1.13,-19.78,-10.38,4.46,1.94,98.45,-129.70,1
H,2022-10-19 13:21:27.920066,0.09,0.11,1.08,-20.51,-2.32,-0.55,1.94,98.45,-129.70,1
H,2022-10-19 13:21:27.940155,0.10,0.12,1.08,-10.80,-2.50,0.67,2.80,100.88,-129.83,1
H,2022-10-19 13:21:27.960065,0.08,0.09,1.07,0.49,-0.24,0.00,2.80,100.88,-129.83,1
H,2022-10-19 13:21:27.980066,0.08,0.06,1.07,7.75,0.98,1.22,2.80,100.88,-129.83,1
H,2022-10-19 13:21:28.000140,0.07,-0.00,1.04,4.82,6.29,-4.76,3.99,103.00,-128.36,1
H,2022-10-19 13:21:28.020288,0.07,-0.08,1.01,0.00,8.85,-6.47,3.99,103.00,-128.36,1
H,2022-10-19 13:21:28.040274,0.12,-0.08,0.95,-4.39,7.75,-3.11,3.87,103.53,-128.64,1
H,2022-10-19 13:21:28.060267,0.12,-0.05,0.95,-6.47,4.58,-2.44,3.87,103.53,-128.64,1
H,2022-10-19 13:21:28.080189,0.12,-0.01,0.96,-5.49,2.93,-1.59,3.87,103.53,-128.64,1
H,2022-10-19 13:21:28.100215,0.13,-0.03,0.95,-4.09,4.94,-3.85,3.82,104.43,-130.11,1
H,2022-10-19 13:21:28.120363,0.15,-0.08,0.93,-4.33,6.23,-2.08,3.82,104.43,-130.11,1
H,2022-10-19 13:21:28.140726,0.14,-0.02,0.95,-14.47,7.08,-4.76,3.97,104.39,-130.27,1
H,2022-10-19 13:21:28.160725,0.10,-0.01,1.00,-26.92,10.56,-12.45,3.97,104.39,-130.27,1
H,2022-10-19 13:21:28.181111,0.11,0.02,1.00,-22.28,14.65,-12.02,4.13,102.62,-132.68,1
H,2022-10-19 13:21:28.201946,0.16,0.01,0.94,-6.41,13.49,-8.42,4.13,102.62,-132.68,1
H,2022-10-19 13:21:28.221962,0.18,-0.01,0.89,5.74,8.24,-5.00,4.13,102.62,-132.68,1
H,2022-10-19 13:21:28.241956,0.22,-0.03,0.85,9.22,-1.10,-3.54,4.38,102.47,-134.19,1
H,2022-10-19 13:21:28.262032,0.22,0.01,0.80,2.56,-5.68,-6.84,4.38,102.47,-134.19,1
H,2022-10-19 13:21:28.292294,0.03,-0.08,0.99,-4.82,-6.23,-5.86,3.61,101.34,-133.48,1
H,2022-10-19 13:21:28.302538,0.15,-0.06,0.86,7.02,5.62,2.69,3.61,101.34,-133.48,1
H,2022-10-19 13:21:28.322538,0.14,-0.15,0.82,-4.21,-3.54,-9.83,3.61,101.34,-133.48,1
H,2022-10-19 13:21:28.342537,0.13,-0.13,0.81,3.17,-16.54,-11.47,4.60,101.48,-132.84,1
H,2022-10-19 13:21:28.372527,0.12,-0.05,0.80,4.21,-25.63,-3.78,4.60,101.48,-132.84,1
H,2022-10-19 13:21:28.392596,0.12,-0.04,0.82,13.06,-33.20,-1.53,3.71,101.37,-129.20,1
H,2022-10-19 13:21:28.414029,0.09,-0.02,0.86,12.15,-30.82,1.59,3.71,101.37,-129.20,1
H,2022-10-19 13:21:28.425695,0.10,-0.05,0.95,13.00,-28.26,-0.37,3.71,101.37,-129.20,1
H,2022-10-19 13:21:28.455606,0.11,-0.02,0.93,10.56,-25.15,-3.11,4.06,102.88,-123.68,1
H,2022-10-19 13:21:28.475608,0.12,-0.07,1.04,11.66,-21.97,-2.81,4.06,102.88,-123.68,1
H,2022-10-19 13:21:28.495834,0.14,-0.07,1.11,10.13,-14.40,-3.42,6.31,103.89,-122.11,1
H,2022-10-19 13:21:28.516066,0.15,-0.08,1.13,7.26,-6.29,-4.82,6.31,103.89,-122.11,1
H,2022-10-19 13:21:28.546200,0.17,-0.14,1.12,11.78,-5.98,-0.67,7.56,104.13,-120.62,1
H,2022-10-19 13:21:28.556239,0.14,-0.13,1.11,10.50,-2.75,1.71,7.56,104.13,-120.62,1
H,2022-10-19 13:21:28.576125,0.14,-0.12,1.12,7.45,-2.50,1.28,7.56,104.13,-120.62,1
H,2022-10-19 13:21:28.596227,0.12,-0.09,1.06,2.20,-2.26,-1.71,8.42,104.77,-118.97,1
H,2022-10-19 13:21:28.619541,0.11,-0.10,1.02,16.78,-13.43,-4.15,8.42,104.77,-118.97,1
H,2022-10-19 13:21:28.639573,0.22,-0.22,1.32,18.01,-17.70,-5.68,6.77,105.37,-118.68,1
H,2022-10-19 13:21:28.659518,0.04,0.02,0.92,-40.04,32.47,5.98,6.77,105.37,-118.68,1
H,2022-10-19 13:21:28.679520,0.14,-0.04,1.06,-6.35,14.34,-2.81,6.77,105.37,-118.68,1
H,2022-10-19 13:21:28.699553,0.12,-0.12,1.00,-8.30,23.01,-2.01,5.46,104.91,-120.30,1
H,2022-10-19 13:21:28.719544,0.13,-0.11,0.98,-5.31,23.68,1.83,5.46,104.91,-120.30,1
H,2022-10-19 13:21:28.739807,0.15,-0.11,0.95,2.62,19.84,3.97,5.31,104.38,-122.67,1
H,2022-10-19 13:21:28.759834,0.10,-0.05,0.92,-0.18,15.08,4.09,5.31,104.38,-122.67,1
H,2022-10-19 13:21:28.789753,0.10,-0.04,0.94,5.62,5.00,1.95,4.99,105.13,-123.18,1
H,2022-10-19 13:21:28.809833,0.09,0.01,0.90,-8.12,3.66,-4.46,4.99,105.13,-123.18,1
H,2022-10-19 13:21:28.829751,0.07,0.03,0.90,-9.64,1.83,-9.22,4.99,105.13,-123.18,1
H,2022-10-19 13:21:28.849751,0.08,0.06,0.89,-7.45,1.04,-17.52,2.93,103.61,-123.96,1
H,2022-10-19 13:21:28.873399,0.09,0.04,0.90,6.65,0.37,-17.70,2.93,103.61,-123.96,1
H,2022-10-19 13:21:28.893896,0.09,0.07,0.90,16.42,-0.18,-15.08,1.81,103.12,-127.44,1
H,2022-10-19 13:21:28.913848,0.12,0.01,0.95,34.42,-2.26,-15.69,1.81,103.12,-127.44,1
H,2022-10-19 13:21:28.936900,0.14,-0.09,0.99,33.39,0.43,-17.33,-1.04,104.02,-126.88,1
H,2022-10-19 13:21:28.957092,0.16,-0.18,1.00,31.74,4.88,-17.21,-1.04,104.02,-126.88,1
H,2022-10-19 13:21:28.977104,0.18,-0.25,1.02,31.37,6.65,-15.20,-1.04,104.02,-126.88,1
H,2022-10-19 13:21:28.997250,0.22,-0.40,1.00,27.77,10.13,-10.13,-3.59,103.58,-127.75,1
H,2022-10-19 13:21:29.017319,0.24,-0.52,0.86,43.27,0.43,9.22,-3.59,103.58,-127.75,1
H,2022-10-19 13:21:29.039022,0.14,-0.30,0.96,58.35,-20.87,10.74,-5.16,105.21,-126.15,1
H,2022-10-19 13:21:29.071010,0.14,-0.34,0.99,58.96,-21.67,-9.40,-5.16,105.21,-126.15,1
H,2022-10-19 13:21:29.082587,0.16,-0.22,0.86,-158.51,86.55,1.28,-4.33,105.42,-128.59,1
H,2022-10-19 13:21:29.102694,0.14,0.18,0.88,-111.21,52.43,-17.58,-4.33,105.42,-128.59,1
H,2022-10-19 13:21:29.122802,0.15,-0.23,0.91,-31.98,22.28,2.08,-4.33,105.42,-128.59,1
H,2022-10-19 13:21:29.142945,0.21,-0.03,0.95,-42.97,20.75,-5.37,-3.34,102.28,-132.58,1
H,2022-10-19 13:21:29.173681,0.17,-0.15,0.90,-16.42,11.78,0.06,-3.34,102.28,-132.58,1
H,2022-10-19 13:21:29.193987,0.20,-0.08,0.86,-22.34,8.79,-0.12,-2.49,102.03,-136.60,1
H,2022-10-19 13:21:29.213956,0.13,-0.04,0.89,-10.56,5.74,0.55,-2.49,102.03,-136.60,1
H,2022-10-19 13:21:29.235124,0.14,-0.05,0.79,-14.53,6.59,-2.93,-1.75,100.96,-136.87,1
H,2022-10-19 13:21:29.255090,0.12,-0.06,0.78,-5.43,-3.17,-1.95,-1.75,100.96,-136.87,1
H,2022-10-19 13:21:29.275151,0.12,-0.09,0.77,-11.47,2.08,1.77,-1.75,100.96,-136.87,1
H,2022-10-19 13:21:29.295149,0.11,-0.03,0.78,2.69,-5.19,-8.30,-1.03,100.21,-136.93,1
H,2022-10-19 13:21:29.327057,0.09,-0.11,0.81,19.71,-18.07,-4.46,-1.03,100.21,-136.93,1
H,2022-10-19 13:21:29.347054,0.17,-0.07,0.81,14.65,-23.32,-5.37,-2.38,100.79,-134.86,1
H,2022-10-19 13:21:29.367141,0.07,-0.14,0.94,17.76,-29.42,-5.07,-2.38,100.79,-134.86,1
H,2022-10-19 13:21:29.387137,0.11,-0.11,0.88,16.91,-28.75,-3.17,-3.33,100.18,-131.20,1
H,2022-10-19 13:21:29.407055,0.16,-0.08,0.92,13.61,-24.66,-0.85,-3.33,100.18,-131.20,1
H,2022-10-19 13:21:29.427157,0.19,-0.14,1.06,28.93,-26.73,2.75,-4.28,100.67,-125.42,1
