p,2022-10-17 09:51:18.336952,0.01,0.02,1.14,-24.84,20.51,-1.95,79.44,43.68,-41.98,1
p,2022-10-17 09:51:18.345329,0.07,0.04,1.16,-30.94,29.24,-5.68,79.44,43.68,-41.98,1
p,2022-10-17 09:51:18.353577,0.14,0.06,1.15,-38.76,35.16,-8.12,79.44,43.68,-41.98,1
p,2022-10-17 09:51:18.362014,0.17,0.11,1.15,-41.14,37.66,-10.93,79.44,43.68,-41.98,1
p,2022-10-17 09:51:18.371483,0.21,0.14,1.10,-41.14,37.60,-13.98,80.92,42.41,-40.69,1
p,2022-10-17 09:51:18.379589,0.27,0.19,1.04,-42.18,35.22,-17.27,80.92,42.41,-40.69,1
p,2022-10-17 09:51:18.387006,0.27,0.19,1.04,-43.58,29.97,-20.20,80.92,42.41,-40.69,1
p,2022-10-17 09:51:18.395417,0.30,0.23,1.02,-40.89,23.13,-21.85,80.92,42.41,-40.69,1
p,2022-10-17 09:51:18.403912,0.33,0.26,0.94,-38.70,16.48,-21.73,80.92,42.41,-40.69,1
p,2022-10-17 09:51:18.412417,0.32,0.27,0.88,-36.68,11.23,-19.53,80.92,42.41,-40.69,1
p,2022-10-17 09:51:18.418922,0.32,0.27,0.88,-36.68,11.23,-19.53,80.92,42.41,-40.69,1
p,2022-10-17 09:51:18.428141,0.28,0.27,0.81,-30.46,7.39,-0.06,81.81,42.08,-40.03,1
p,2022-10-17 09:51:18.436509,0.29,0.20,0.75,-27.47,2.32,-6.53,81.81,42.08,-40.03,1
p,2022-10-17 09:51:18.444946,0.28,0.11,0.72,-33.02,-2.01,-3.97,81.81,42.08,-40.03,1
p,2022-10-17 09:51:18.453413,0.27,0.05,0.70,-40.77,-9.09,-3.60,81.81,42.08,-40.03,1
p,2022-10-17 09:51:18.461824,0.29,0.03,0.69,-48.65,-18.55,-4.39,81.81,42.08,-40.03,1
p,2022-10-17 09:51:18.471197,0.26,0.07,0.67,-54.57,-29.66,-4.15,82.79,41.77,-39.59,1
p,2022-10-17 09:51:18.479605,0.12,0.23,0.62,-51.70,-40.41,-0.18,82.79,41.77,-39.59,1
p,2022-10-17 09:51:18.486942,0.12,0.23,0.62,-43.76,-49.87,8.54,82.79,41.77,-39.59,1
p,2022-10-17 09:51:18.495356,0.04,0.26,0.59,-36.32,-58.65,20.51,82.79,41.77,-39.59,1
