,2022-11-09 19:35:22.894416,-0.30,0.66,0.54,-21.42,5.31,-22.40,-134.46,110.62,-90.15,1
,2022-11-09 19:35:22.913442,-0.34,0.67,0.57,-30.70,3.11,-27.47,-153.21,101.28,-95.34,1
,2022-11-09 19:35:22.931410,-0.30,0.55,0.46,-20.94,0.92,-24.78,-153.21,101.28,-95.34,1
,2022-11-09 19:35:22.949639,-0.34,0.49,0.53,-9.64,-4.21,-14.34,-153.21,101.28,-95.34,1
,2022-11-09 19:35:22.968721,-0.36,0.53,0.59,-11.23,-5.07,-7.20,-174.83,95.28,-96.94,1
,2022-11-09 19:35:22.986445,-0.63,0.90,0.83,80.69,-9.03,21.67,-174.83,95.28,-96.94,1
,2022-11-09 19:35:23.005274,-0.42,0.61,0.52,49.38,0.24,6.53,-182.01,98.66,-93.10,1
,2022-11-09 19:35:23.023451,-0.23,0.33,0.21,35.46,1.65,27.10,-182.01,98.66,-93.10,1
,2022-11-09 19:35:23.041437,-0.37,0.51,0.37,16.66,-17.88,34.36,-182.01,98.66,-93.10,1
,2022-11-09 19:35:23.060518,-0.31,0.38,0.33,0.37,-22.52,23.56,-173.84,116.13,-81.84,1
,2022-11-09 19:35:23.078475,-0.33,0.46,0.29,-17.40,-38.70,30.46,-173.84,116.13,-81.84,1
,2022-11-09 19:35:23.096436,-0.38,0.58,0.33,-21.24,-47.12,32.04,-173.84,116.13,-81.84,1
,2022-11-09 19:35:23.115473,-0.45,0.62,0.48,-9.83,-52.43,34.24,-142.42,150.00,-55.60,1
,2022-11-09 19:35:23.133396,-0.54,0.68,0.66,-3.48,-49.93,36.50,-142.42,150.00,-55.60,1
,2022-11-09 19:35:23.152547,-0.59,0.71,0.73,2.69,-37.41,41.56,-86.94,172.50,-35.24,1
,2022-11-09 19:35:23.170422,-0.87,1.02,1.01,0.31,-31.01,37.41,-86.94,172.50,-35.24,1
,2022-11-09 19:35:23.188590,-0.95,1.15,1.10,0.67,-12.15,18.07,-86.94,172.50,-35.24,1
,2022-11-09 19:35:23.207703,-0.68,0.79,0.71,10.31,-0.73,-1.65,-62.08,176.03,-31.10,1
,2022-11-09 19:35:23.225462,-0.80,0.86,0.99,3.11,8.00,-2.87,-62.08,176.03,-31.10,1
,2022-11-09 19:35:23.243510,-0.75,0.80,0.91,7.45,33.63,-12.21,-62.08,176.03,-31.10,1
,2022-11-09 19:35:23.262582,-0.57,0.69,0.60,-1.71,46.39,-20.26,-88.28,173.60,-37.72,1
,2022-11-09 19:35:23.280592,-0.54,0.72,0.53,-21.67,40.16,-27.28,-88.28,173.60,-37.72,1
,2022-11-09 19:35:23.298421,-0.49,0.75,0.37,-18.98,37.84,-29.11,-88.28,173.60,-37.72,1
,2022-11-09 19:35:23.317248,-0.46,0.70,0.33,13.67,32.71,-25.45,-132.84,157.91,-60.07,1
,2022-11-09 19:35:23.335401,-0.47,0.65,0.39,19.53,27.10,-25.45,-132.84,157.91,-60.07,1
,2022-11-09 19:35:23.354687,-0.54,0.79,0.47,8.30,26.61,-34.48,-167.11,129.03,-77.94,1
