,2022-11-09 19:44:18.562477,-0.36,0.41,0.66,-27.53,9.34,-18.92,-32.41,43.70,9.09,1
,2022-11-09 19:44:18.581388,-0.43,0.28,0.79,-8.36,9.46,-7.20,-37.68,45.56,10.35,1
,2022-11-09 19:44:18.599334,-0.40,0.34,0.73,9.89,18.31,12.08,-37.68,45.56,10.35,1
,2022-11-09 19:44:18.617410,-0.35,0.50,0.67,-4.94,17.09,11.41,-37.68,45.56,10.35,1
,2022-11-09 19:44:18.636414,-0.42,0.46,0.69,-30.21,13.55,-3.30,-40.87,49.41,10.01,1
,2022-11-09 19:44:18.654381,-0.49,0.33,0.84,-16.97,16.48,4.15,-40.87,49.41,10.01,1
,2022-11-09 19:44:18.672240,-0.45,0.29,0.80,-6.10,26.49,16.91,-40.87,49.41,10.01,1
,2022-11-09 19:44:18.691312,-0.39,0.38,0.67,-7.63,29.05,26.92,-46.24,56.59,8.58,1
,2022-11-09 19:44:18.709360,-0.46,0.50,0.59,-12.45,17.40,27.71,-46.24,56.59,8.58,1
,2022-11-09 19:44:18.727277,-0.54,0.73,0.61,31.62,2.81,37.54,-46.24,56.59,8.58,1
,2022-11-09 19:44:18.746347,-0.58,0.91,0.61,36.01,-0.85,23.32,-46.18,63.27,6.35,1
,2022-11-09 19:44:18.764150,-0.33,0.79,0.16,95.28,-0.98,23.25,-46.18,63.27,6.35,1
,2022-11-09 19:44:18.783326,-0.41,0.61,0.37,98.02,-62.13,1.34,-40.67,50.98,14.88,1
,2022-11-09 19:44:18.801434,-0.68,0.56,0.83,89.42,-58.78,-13.24,-40.67,50.98,14.88,1
,2022-11-09 19:44:18.819314,-0.60,0.57,0.64,69.89,-43.40,-36.74,-40.67,50.98,14.88,1
,2022-11-09 19:44:18.838467,-0.63,0.41,0.82,42.36,-37.90,-64.09,-30.40,27.42,23.23,1
,2022-11-09 19:44:18.856426,-0.66,0.28,0.97,16.42,-16.60,-77.15,-30.40,27.42,23.23,1
,2022-11-09 19:44:18.874431,-0.54,0.17,0.89,-12.88,19.90,-77.33,-30.40,27.42,23.23,1
,2022-11-09 19:44:18.893409,-0.44,0.17,0.84,-28.93,29.11,-68.36,-24.99,9.99,24.98,1
,2022-11-09 19:44:18.911422,-0.48,0.18,0.93,-40.04,32.04,-58.47,-24.99,9.99,24.98,1
,2022-11-09 19:44:18.930353,-0.48,0.13,0.90,-39.12,33.75,-45.17,-24.91,6.81,21.52,1
,2022-11-09 19:44:18.948224,-0.44,0.05,0.83,12.76,12.51,10.62,-24.91,6.81,21.52,1
,2022-11-09 19:44:18.966392,-0.27,0.32,0.82,8.06,10.50,25.63,-24.91,6.81,21.52,1
,2022-11-09 19:44:18.985208,-0.31,0.25,0.84,-15.26,7.63,22.83,-26.83,9.80,16.78,1
,2022-11-09 19:44:19.003173,-0.33,0.28,0.86,-16.11,9.58,32.10,-26.83,9.80,16.78,1
,2022-11-09 19:44:19.021274,-0.37,0.40,0.81,-35.95,16.85,33.87,-26.83,9.80,16.78,1
,2022-11-09 19:44:19.040332,-0.37,0.49,0.72,-51.15,18.31,27.71,-31.92,23.32,14.71,1
,2022-11-09 19:44:19.058378,-0.31,0.56,0.48,-42.30,11.23,21.85,-31.92,23.32,14.71,1
,2022-11-09 19:44:19.076508,-0.31,0.56,0.58,-28.14,-5.49,19.41,-31.92,23.32,14.71,1
,2022-11-09 19:44:19.095406,-0.45,0.50,0.62,22.09,-38.21,33.08,-33.52,34.45,15.80,1
,2022-11-09 19:44:19.113365,-0.46,0.58,0.56,58.29,-54.02,36.13,-33.52,34.45,15.80,1
,2022-11-09 19:44:19.132300,-0.52,0.46,0.68,57.98,-50.54,29.72,-22.14,30.92,18.60,1
,2022-11-09 19:44:19.150245,-0.44,0.38,0.53,49.68,-44.31,26.61,-22.14,30.92,18.60,1
,2022-11-09 19:44:19.168202,-0.41,0.28,0.50,25.57,-51.64,21.06,-22.14,30.92,18.60,1
,2022-11-09 19:44:19.187408,-0.42,0.23,0.54,-8.42,-58.78,19.90,-6.45,27.29,19.29,1
,2022-11-09 19:44:19.205665,-0.58,0.38,0.67,-39.86,-58.84,28.38,-6.45,27.29,19.29,1
,2022-11-09 19:44:19.223375,-0.79,0.53,0.87,-45.96,-45.65,30.33,-6.45,27.29,19.29,1
,2022-11-09 19:44:19.242237,-0.90,0.61,0.97,-30.40,-22.22,27.04,11.34,29.75,14.92,1
,2022-11-09 19:44:19.260383,-0.85,0.62,0.72,-9.03,-5.43,22.46,11.34,29.75,14.92,1
,2022-11-09 19:44:19.279413,-0.85,0.64,0.74,23.50,-19.04,15.81,19.37,24.04,8.58,1
,2022-11-09 19:44:19.297151,-0.92,0.62,0.94,45.96,-7.08,12.63,19.37,24.04,8.58,1
,2022-11-09 19:44:19.315083,-0.81,0.67,0.85,59.39,10.13,2.62,19.37,24.04,8.58,1
,2022-11-09 19:44:19.334288,-0.67,0.56,0.70,38.33,21.12,-22.22,16.87,12.93,8.46,1
,2022-11-09 19:44:19.352204,-0.64,0.34,0.66,23.13,19.41,-36.07,16.87,12.93,8.46,1
,2022-11-09 19:44:19.370324,-0.61,0.47,0.74,25.09,21.91,-34.97,16.87,12.93,8.46,1
,2022-11-09 19:44:19.389228,-0.60,0.51,0.76,14.65,29.48,-48.77,12.74,2.49,8.67,1
,2022-11-09 19:44:19.407348,-0.54,0.37,0.64,14.34,33.81,-61.22,12.74,2.49,8.67,1
