s,2022-10-15 11:30:39.186013,0.58,0.34,0.67,4.46,42.36,40.53,-30.36,-88.78,-28.65,1
s,2022-10-15 11:30:39.201645,0.52,0.35,0.76,24.66,47.06,39.43,-30.36,-88.78,-28.65,1
s,2022-10-15 11:30:39.218650,0.39,0.35,0.74,38.70,53.41,21.79,-29.53,-87.92,-29.80,1
s,2022-10-15 11:30:39.218650,0.27,0.30,0.72,27.47,61.83,5.92,0.00,nan,0.00,1
s,2022-10-15 11:30:39.218650,0.27,0.30,0.72,27.47,61.83,5.92,0.00,nan,0.00,1
s,2022-10-15 11:30:39.218650,0.43,0.38,0.70,10.07,66.65,-8.00,0.00,nan,0.00,1
s,2022-10-15 11:30:39.239178,0.58,0.43,0.68,0.00,67.38,-15.99,0.00,nan,0.00,1
s,2022-10-15 11:30:39.243977,0.66,0.44,0.70,3.05,65.12,-17.70,0.00,nan,0.00,1
s,2022-10-15 11:30:39.249579,0.63,0.40,0.67,12.08,60.24,-17.58,-26.97,-87.55,-32.06,1
s,2022-10-15 11:30:39.261666,0.63,0.38,0.68,35.28,55.05,-23.01,-26.97,-87.55,-32.06,1
s,2022-10-15 11:30:39.272005,0.61,0.44,0.67,35.28,55.05,-23.01,-26.97,-87.55,-32.06,1
s,2022-10-15 11:30:39.277954,0.60,0.49,0.71,55.73,47.42,-22.16,-26.97,-87.55,-32.06,1
s,2022-10-15 11:30:39.289667,0.62,0.48,0.74,55.73,47.42,-22.16,-26.97,-87.55,-32.06,1
s,2022-10-15 11:30:39.295265,0.64,0.45,0.72,61.04,39.37,-14.40,-26.97,-87.55,-32.06,1
s,2022-10-15 11:30:39.303170,0.65,0.41,0.73,61.04,39.37,-14.40,-24.87,-84.97,-32.13,1
s,2022-10-15 11:30:39.312298,0.70,0.28,0.72,71.17,20.87,-11.05,-24.87,-84.97,-32.13,1
s,2022-10-15 11:30:39.312298,0.76,0.25,0.78,59.69,10.74,-10.56,-24.87,-84.97,-32.13,1
s,2022-10-15 11:30:39.328407,0.87,0.29,0.82,55.48,-0.98,-9.16,-24.87,-84.97,-32.13,1
s,2022-10-15 11:30:39.328407,0.87,0.29,0.82,48.89,-14.59,-7.81,-24.87,-84.97,-32.13,1
s,2022-10-15 11:30:39.348587,0.88,0.32,0.85,42.97,-29.97,-7.39,-23.97,-81.13,-31.48,1
s,2022-10-15 11:30:39.356934,0.73,0.28,0.80,41.20,-43.33,-9.34,-23.97,-81.13,-31.48,1
s,2022-10-15 11:30:39.360199,0.64,0.24,0.77,40.22,-51.57,-14.65,-23.97,-81.13,-31.48,1
s,2022-10-15 11:30:39.360199,0.59,0.24,0.72,35.10,-54.02,-22.34,-23.97,-81.13,-31.48,1
s,2022-10-15 11:30:39.375921,0.55,0.22,0.70,32.71,-51.09,-29.05,-23.97,-81.13,-31.48,1
s,2022-10-15 11:30:39.392998,0.53,0.17,0.71,34.30,-44.25,-32.35,-23.97,-81.13,-31.48,1
s,2022-10-15 11:30:39.392998,0.53,0.09,0.73,34.67,-36.38,-31.37,-25.93,-77.20,-31.27,1
s,2022-10-15 11:30:39.407330,0.51,0.02,0.71,33.26,-28.44,-27.22,-25.93,-77.20,-31.27,1
s,2022-10-15 11:30:39.407330,0.54,-0.08,0.77,30.52,-20.08,-21.36,-25.93,-77.20,-31.27,1
