confidence
0.999054
0.874425
0.945203
0.982100
0.985622
0.999954
0.992039
0.430162
0.890522
0.698587
0.596941
0.999337
0.923295
0.992320
0.968415
0.428541
0.964165
0.999387
0.999739
0.999990
0.999996
0.565284
0.882808
0.983502
0.491170
0.874298
0.990854
0.924158
0.747529
0.690874
0.576839
0.921330
0.902337
0.774590
0.640400
0.883818
0.960763
0.965130
0.997581
0.670352
0.760533
0.894527
0.990815
0.991506
0.998078
0.993721
0.997883
0.985438
0.992703
0.999609
0.999251
0.996607
0.945815
0.999053
0.999333
0.999960
0.982844
0.991072
0.999545
0.999784
0.999032
0.976379
0.469930
0.969565
0.959156
0.871400
0.957614
0.443119
0.974566
0.904104
0.933312
0.981961
0.356714
0.914133
0.861351
0.986448
0.957690
0.180223
0.581161
0.950536
0.922229
0.988763
0.947634
0.991766
0.983234
0.983023
0.991046
0.969403
0.999005
0.991800
0.485576
0.995544
0.897493
0.998417
0.951194
0.995877
0.998750
0.999585
0.997167
0.998667
0.999757
0.988408
0.984767
0.945018
0.998377
0.998800
0.996652
0.999111
0.998896
0.990764
0.999879
0.999918
0.995237
0.998304
0.997427
0.744625
0.977950
0.946626
0.997874
0.999835
0.988867
0.944751
0.995374
0.971581
0.921707
0.999027
0.995457
0.990364
0.998159
0.965049
0.906040
0.402205
0.997177
0.501738
0.581319
0.757559
0.996075
0.998390
0.999910
0.999832
0.999804
0.999038
0.999962
0.999911
0.988987
0.999319
0.999998
0.999165
0.999885
0.997014
0.999592
0.999904
0.999541
0.999099
0.999633
0.999889
0.995976
0.999880
0.997559
0.990272
0.999241
0.999819
0.995302
0.999301
0.754423
0.998663
0.999420
0.976079
0.998264
0.996366
0.999617
0.991004
0.988339
0.999795
0.999660
0.999232
0.998894
0.999678
0.986719
0.997737
0.999197
0.995784
0.987384
0.988977
0.816021
0.993515
0.997426
0.995674
0.985503
0.872890
0.991027
0.998428
0.990786
0.998440
0.819485
0.931904
0.915182
0.968358
0.955798
0.446201
0.845883
0.937739
0.908661
0.973879
0.923070
0.628697
0.351819
0.855311
0.636863
0.471143
0.349831
0.765722
0.951953
0.927140
0.837165
0.972407
0.469155
0.506193
0.739800
0.700312
0.904568
0.998087
0.897852
0.323935
0.515630
0.254483
0.738004
0.337207
0.222703
0.572276
0.882082
0.947530
0.980052
0.999886
0.998964
0.998698
0.991985
0.942711
0.999390
0.974685
0.995044
0.999251
0.854153
0.999938
0.999454
0.999918
0.997617
0.982169
0.997353
0.998665
0.999648
0.981639
0.999402
0.999662
0.998932
0.999555
0.999877
0.978598
0.893372
0.991957
0.995169
0.930898
0.965282
0.981671
0.995894
0.968543
0.808397
0.782150
0.982637
0.998377
0.944802
0.973239
0.874577
0.911358
0.878219
0.636671
0.634319
0.931149
0.930520
0.999539
0.028095
0.999889
0.987252
0.999413
0.994412
0.999209
0.999899
0.969046
0.953195
0.999920
0.995004
0.997583
0.989831
0.999083
0.991517
0.999964
0.995235
0.996785
0.977872
0.980983
0.999427
0.888283
0.941179
0.995148
0.987024
0.784027
0.996856
0.626697
0.921456
0.986514
0.998258
0.853033
0.887773
0.990382
0.625078
0.552962
0.591553
0.984528
0.812044
0.851684
0.848441
0.663417
0.897652
0.653140
0.825175
0.641113
0.735790
0.552500
0.586578
0.814108
0.998221
0.385813
0.745026
0.569713
0.496613
0.446865
0.939168
0.490419
0.845753
0.413255
0.781878
0.343454
0.535952
0.620316
0.571809
0.393407
0.312968
0.323069
0.563076
0.872132
0.550821
0.343433
0.252214
0.441426
0.323234
0.196088
0.268166
0.702286
0.933342
0.999973
0.998286
0.999999
1.000000
0.211891
0.997486
0.999999
0.999980
0.999393
0.999961
0.999996
0.999992
0.997523
0.999771
0.999983
0.999970
0.998699
0.813184
0.999689
0.999919
0.999858
0.999099
0.824453
0.657890
0.971975
0.992223
0.989395
0.624197
0.764435
0.986618
0.830864
0.755791
0.892813
0.799918
0.834058
0.891710
0.489447
0.711604
0.989526
0.483284
0.553991
0.769279
0.539366
0.807109
0.321512
0.045905
0.998536
0.932443
0.712886
0.944758
0.542983
0.998598
0.998688
0.998654
0.995420
0.997839
0.999808
0.999855
0.999989
0.994309
0.996710
0.997723
0.999724
0.999930
0.999756
0.999978
0.999998
0.999987
0.999898
0.984038
0.999578
0.659488
0.375689
0.999980
0.999912
0.999943
0.999985
0.999973
0.999969
0.999988
0.999984
0.999983
0.999943
0.999995
0.999998
0.999989
0.999938
0.998986
0.999949
0.999957
0.998134
0.999604
0.027125
0.947033
0.991350
0.999834
0.999783
0.987165
0.987418
0.860788
0.999477
0.969992
0.993710
0.972017
0.999625
0.999820
0.987153
0.991886
0.993070
0.970550
0.990655
0.992123
0.986409
0.967929
0.943574
0.924061
0.971236
0.999609
0.864140
0.991567
0.978964
0.988999
0.992947
0.998439
0.998183
0.996588
0.982848
0.999843
0.594816
0.767409
0.994278
0.976085
0.999967
0.999956
0.537419
0.999985
0.999884
0.999969
0.999983
0.999988
0.999971
0.999986
0.999996
0.999984
0.999998
0.999994
0.999995
0.999961
0.999979
0.999992
0.999985
0.999973
0.999822
0.999686
0.999955
0.999900
0.999565
0.999968
0.999992
0.999936
0.999898
0.999994
0.999916
0.999903
0.999962
0.997722
0.845927
0.998990
0.289256
0.999918
0.738359
0.999998
0.999995
0.988011
0.989617
0.998638
0.999987
0.999950
0.999810
0.874043
0.999962
0.999994
0.999186
0.999878
0.999987
0.999619
0.999993
0.999984
0.999946
0.999966
0.999790
0.998811
0.999949
0.998745
0.988417
0.998604
0.999848
0.997196
0.969632
0.990021
0.797500
0.999018
0.990708
0.999993
0.993363
0.618508
0.999422
0.926150
0.999273
0.911445
0.943520
0.997932
0.995493
0.999878
0.999979
0.999797
0.999988
0.999950
0.999990
0.999980
0.999991
0.999846
0.999934
0.999899
0.999993
0.999999
0.999994
0.999997
0.999999
0.999978
0.999855
0.999989
0.999999
1.000000
0.999994
0.995406
0.999977
0.999999
0.999996
0.999988
0.951931
0.999542
0.999984
0.999997
0.999920
0.999835
0.999657
0.999993
0.999241
0.995092
0.295828
0.934697
0.819542
0.996492
0.997928
0.999889
0.986871
0.989377
0.999819
0.999961
0.999944
0.998882
0.999987
1.000000
1.000000
0.999996
0.999999
0.999881
0.999990
0.999987
0.999980
0.999990
0.999992
0.999821
0.999998
0.999928
0.999999
0.999918
0.999998
0.999976
0.997910
0.999890
0.999994
0.999971
0.999429
0.999971
1.000000
0.999983
0.999996
0.999995
0.999995
0.999999
1.000000
0.981797
1.000000
0.999997
0.999994
0.999516
0.774058
0.892656
0.875688
0.440850
0.618602
0.998495
0.994585
0.998586
0.752931
0.717390
