,2022-11-02 10:24:50.485123,0.31,-0.18,0.95,2.93,11.29,-7.26,-37.08,-33.13,-111.80,1
,2022-11-02 10:24:50.504049,0.32,-0.18,0.94,0.49,13.49,-7.69,-39.95,-34.58,-113.55,1
,2022-11-02 10:24:50.522209,0.34,-0.21,0.89,1.40,13.61,-5.92,-39.95,-34.58,-113.55,1
,2022-11-02 10:24:50.540219,0.36,-0.21,0.87,0.55,11.05,-5.25,-39.95,-34.58,-113.55,1
,2022-11-02 10:24:50.559234,0.33,-0.21,0.90,-5.00,8.91,-5.80,-42.32,-35.00,-115.77,1
,2022-11-02 10:24:50.577274,0.27,-0.23,0.94,-3.66,8.97,-3.36,-42.32,-35.00,-115.77,1
,2022-11-02 10:24:50.595080,0.26,-0.27,0.93,3.05,12.15,5.31,-42.32,-35.00,-115.77,1
,2022-11-02 10:24:50.614060,0.28,-0.35,0.85,-1.83,9.58,8.42,-44.18,-35.18,-118.07,1
,2022-11-02 10:24:50.632230,-0.16,-0.15,1.14,-6.10,4.27,14.89,-44.18,-35.18,-118.07,1
,2022-11-02 10:24:50.651047,0.23,-0.29,0.77,-5.80,19.71,9.64,-44.45,-33.70,-118.27,1
,2022-11-02 10:24:50.668919,0.23,-0.34,0.76,-13.06,4.64,26.12,-44.45,-33.70,-118.27,1
,2022-11-02 10:24:50.687260,0.22,-0.16,0.73,-24.41,-3.91,31.19,-44.45,-33.70,-118.27,1
,2022-11-02 10:24:50.706309,0.20,-0.07,0.70,-34.42,-11.29,33.63,-42.00,-30.20,-119.62,1
,2022-11-02 10:24:50.724045,0.21,0.06,0.72,-38.51,-21.48,33.81,-42.00,-30.20,-119.62,1
,2022-11-02 10:24:50.741991,0.22,0.15,0.72,-37.35,-26.86,25.82,-42.00,-30.20,-119.62,1
,2022-11-02 10:24:50.761133,0.24,0.25,0.82,-23.56,-28.32,19.90,-38.62,-28.16,-114.59,1
,2022-11-02 10:24:50.779239,0.28,0.30,0.88,-11.05,-29.05,15.32,-38.62,-28.16,-114.59,1
,2022-11-02 10:24:50.798116,0.32,0.34,0.96,0.73,-31.13,7.57,-36.06,-27.58,-110.72,1
,2022-11-02 10:24:50.816220,0.37,0.28,1.08,13.79,-30.76,-3.91,-36.06,-27.58,-110.72,1
,2022-11-02 10:24:50.834049,0.40,0.18,1.18,23.93,-22.52,-14.34,-36.06,-27.58,-110.72,1
,2022-11-02 10:24:50.853022,0.41,-0.01,1.21,27.77,-13.85,-18.74,-35.42,-29.14,-109.30,1
,2022-11-02 10:24:50.871109,0.41,-0.12,1.20,25.02,-3.36,-21.73,-35.42,-29.14,-109.30,1
,2022-11-02 10:24:50.889039,0.39,-0.21,1.18,14.95,8.00,-25.15,-35.42,-29.14,-109.30,1
,2022-11-02 10:24:50.908056,0.36,-0.25,1.13,9.16,20.57,-21.55,-38.70,-31.90,-110.53,1
,2022-11-02 10:24:50.926076,0.35,-0.28,1.05,5.55,26.06,-13.79,-38.70,-31.90,-110.53,1
,2022-11-02 10:24:50.944026,0.32,-0.28,0.99,5.19,28.75,-6.59,-38.70,-31.90,-110.53,1
,2022-11-02 10:24:50.963022,0.31,-0.27,0.93,1.28,28.87,-3.66,-41.88,-33.35,-113.28,1
,2022-11-02 10:24:50.980945,0.26,-0.25,0.86,-5.55,28.69,-1.59,-41.88,-33.35,-113.28,1
,2022-11-02 10:24:51.000135,0.24,-0.16,0.78,-15.38,22.71,-0.06,-43.15,-35.28,-119.19,1
,2022-11-02 10:24:51.017983,0.20,-0.10,0.74,-17.88,17.70,1.53,-43.15,-35.28,-119.19,1
,2022-11-02 10:24:51.036070,0.20,-0.03,0.71,-13.67,12.15,2.62,-43.15,-35.28,-119.19,1
,2022-11-02 10:24:51.055020,0.22,0.02,0.72,-14.34,8.48,-0.79,-43.03,-35.60,-120.96,1
