V,2022-10-29 11:27:10.258048,0.27,-0.10,0.92,-11.96,-9.52,-13.55,-1.70,23.43,-115.71,1
V,2022-10-29 11:27:10.274048,0.25,-0.16,0.88,2.38,-11.72,-2.26,-1.70,23.43,-115.71,1
V,2022-10-29 11:27:10.298052,0.27,-0.20,0.83,10.13,-17.82,6.65,-1.50,23.67,-115.73,1
V,2022-10-29 11:27:10.314050,0.31,-0.19,0.79,-6.96,-24.35,4.39,-1.50,23.67,-115.73,1
V,2022-10-29 11:27:10.330052,0.25,-0.14,0.89,-30.70,-27.10,-6.53,-1.50,23.67,-115.73,1
V,2022-10-29 11:27:10.354071,0.13,-0.13,1.01,-34.97,-24.23,-8.67,-1.75,24.04,-116.38,1
V,2022-10-29 11:27:10.370049,0.10,-0.11,1.00,-21.12,-15.75,-1.40,-1.75,24.04,-116.38,1
V,2022-10-29 11:27:10.386063,0.15,-0.11,0.92,-6.96,-14.71,6.59,-1.75,24.04,-116.38,1
V,2022-10-29 11:27:10.402056,0.19,-0.15,0.88,-9.16,-19.71,3.30,-1.21,24.33,-116.69,1
V,2022-10-29 11:27:10.426047,0.15,-0.14,0.95,-17.27,-24.41,-1.16,-1.21,24.33,-116.69,1
V,2022-10-29 11:27:10.442049,0.06,-0.11,1.00,-26.18,-21.97,-4.94,-1.21,24.33,-116.69,1
V,2022-10-29 11:27:10.458070,0.04,-0.06,1.05,-21.42,-13.12,-4.76,-0.90,24.60,-114.86,1
V,2022-10-29 11:27:10.482052,0.12,-0.04,0.99,-12.45,0.92,-4.64,-0.90,24.60,-114.86,1
V,2022-10-29 11:27:10.498052,0.13,-0.04,0.95,-9.52,0.73,-6.10,-0.93,25.68,-114.32,1
V,2022-10-29 11:27:10.514058,0.09,-0.06,0.94,-6.04,-3.78,-9.40,-0.93,25.68,-114.32,1
V,2022-10-29 11:27:10.530069,0.12,-0.07,0.93,-3.11,-5.13,-10.56,-0.93,25.68,-114.32,1
V,2022-10-29 11:27:10.554049,0.15,-0.10,0.94,-11.29,-6.41,-13.79,-0.60,26.39,-113.40,1
V,2022-10-29 11:27:10.570050,0.05,-0.07,1.02,-16.60,-5.31,-14.28,-0.60,26.39,-113.40,1
V,2022-10-29 11:27:10.586090,0.05,-0.01,1.03,-13.85,-0.37,-11.47,-0.60,26.39,-113.40,1
V,2022-10-29 11:27:10.610053,0.09,0.02,0.99,-6.47,4.58,-9.95,0.09,27.31,-113.37,1
V,2022-10-29 11:27:10.626055,0.15,-0.05,0.91,10.19,-0.67,-5.13,0.09,27.31,-113.37,1
V,2022-10-29 11:27:10.642157,0.20,-0.16,0.83,10.25,-9.22,-2.87,-0.16,28.45,-113.61,1
V,2022-10-29 11:27:10.666181,0.14,-0.18,0.86,-1.22,-17.94,-2.69,-0.16,28.45,-113.61,1
V,2022-10-29 11:27:10.682186,0.06,-0.06,1.00,-13.92,-20.02,-3.85,-0.16,28.45,-113.61,1
V,2022-10-29 11:27:10.706197,0.02,0.02,1.06,-20.20,-4.33,-14.40,-0.87,29.13,-114.28,1
V,2022-10-29 11:27:10.722183,0.06,-0.06,0.99,-6.90,2.81,-11.17,-0.87,29.13,-114.28,1
V,2022-10-29 11:27:10.738179,0.10,-0.08,0.95,4.58,2.50,-3.66,-0.87,29.13,-114.28,1
V,2022-10-29 11:27:10.755914,0.12,-0.08,0.95,5.13,0.43,-2.56,-0.76,30.24,-114.14,1
V,2022-10-29 11:27:10.778600,0.11,0.00,0.98,-1.34,0.98,-8.79,-0.76,30.24,-114.14,1
V,2022-10-29 11:27:10.794567,-0.02,-0.13,1.01,34.67,-12.51,-8.97,-0.94,31.52,-112.51,1
V,2022-10-29 11:27:10.810568,0.21,-0.08,1.12,55.54,-20.87,9.28,-0.94,31.52,-112.51,1
V,2022-10-29 11:27:10.826604,0.08,-0.13,0.89,35.58,5.13,15.63,-0.94,31.52,-112.51,1
V,2022-10-29 11:27:10.850570,0.09,-0.14,0.77,19.41,-2.38,4.88,-1.56,32.30,-112.90,1
V,2022-10-29 11:27:10.866568,0.14,-0.12,0.92,9.34,-16.85,-1.46,-1.56,32.30,-112.90,1
V,2022-10-29 11:27:10.882593,0.11,-0.09,0.91,1.46,-10.50,-0.37,-1.56,32.30,-112.90,1
V,2022-10-29 11:27:10.906572,0.11,-0.07,0.91,1.65,-3.36,2.75,-0.83,31.57,-113.33,1
V,2022-10-29 11:27:10.922571,0.10,-0.07,0.94,2.75,3.54,8.67,-0.83,31.57,-113.33,1
V,2022-10-29 11:27:10.938596,0.09,-0.08,0.88,11.47,10.31,15.26,-0.83,31.57,-113.33,1
V,2022-10-29 11:27:10.962573,0.12,-0.11,0.88,12.27,-8.24,-17.70,0.07,31.38,-112.13,1
V,2022-10-29 11:27:10.978568,0.05,-0.13,0.81,18.62,-9.83,-15.99,0.07,31.38,-112.13,1
V,2022-10-29 11:27:10.994588,0.12,-0.13,0.84,2.62,-14.10,-20.69,-0.85,33.42,-112.81,1
V,2022-10-29 11:27:11.018577,0.08,-0.09,0.85,-2.01,-15.69,-12.08,-0.85,33.42,-112.81,1
V,2022-10-29 11:27:11.034573,0.07,-0.09,0.82,8.91,-20.94,-4.88,-0.85,33.42,-112.81,1
V,2022-10-29 11:27:11.050591,0.07,-0.12,0.90,19.04,-28.38,0.24,-1.25,34.73,-112.01,1
V,2022-10-29 11:27:11.074582,0.07,-0.08,0.97,19.41,-19.17,2.20,-1.25,34.73,-112.01,1
V,2022-10-29 11:27:11.090572,0.09,-0.08,1.06,8.54,-5.68,-0.61,-1.25,34.73,-112.01,1
V,2022-10-29 11:27:11.106573,0.12,-0.14,1.05,13.06,-1.16,-0.79,-1.43,36.80,-109.67,1
V,2022-10-29 11:27:11.122585,0.09,-0.17,0.96,17.27,1.16,3.78,-1.43,36.80,-109.67,1
V,2022-10-29 11:27:11.146571,0.12,-0.27,1.07,21.97,-7.63,2.50,-1.90,38.37,-108.14,1
V,2022-10-29 11:27:11.162573,0.11,-0.27,0.98,13.79,-9.09,1.77,-1.90,38.37,-108.14,1
V,2022-10-29 11:27:11.178590,0.08,-0.25,1.02,6.65,-12.94,-1.77,-1.90,38.37,-108.14,1
V,2022-10-29 11:27:11.202583,0.10,-0.18,1.05,0.92,-11.05,-2.87,-1.61,40.28,-107.28,1
V,2022-10-29 11:27:11.218567,0.11,-0.21,1.13,-0.37,-5.74,-3.48,-1.61,40.28,-107.28,1
V,2022-10-29 11:27:11.234570,0.10,-0.20,1.06,0.00,0.79,3.30,-1.61,40.28,-107.28,1
V,2022-10-29 11:27:11.258601,0.08,-0.18,1.02,3.11,-2.08,1.28,-3.05,40.99,-107.54,1
V,2022-10-29 11:27:11.276084,0.08,-0.18,1.03,5.74,-5.62,-5.25,-3.05,40.99,-107.54,1
V,2022-10-29 11:27:11.290671,0.08,-0.16,1.07,8.91,-6.96,-11.96,-3.53,41.92,-108.03,1
V,2022-10-29 11:27:11.314649,0.08,-0.17,1.08,11.17,-0.12,-17.76,-3.53,41.92,-108.03,1
V,2022-10-29 11:27:11.330639,0.09,-0.19,1.10,9.40,9.28,-17.88,-3.53,41.92,-108.03,1
V,2022-10-29 11:27:11.346639,0.09,-0.20,1.02,4.21,20.63,-16.97,-5.51,42.77,-107.81,1
V,2022-10-29 11:27:11.362681,0.09,-0.20,1.02,4.09,19.96,-14.28,-5.51,42.77,-107.81,1
V,2022-10-29 11:27:11.387357,0.10,-0.19,1.00,4.15,21.73,-13.49,-5.51,42.77,-107.81,1
V,2022-10-29 11:27:11.402957,0.10,-0.20,0.99,11.60,15.56,-10.50,-7.30,42.49,-109.50,1
V,2022-10-29 11:27:11.418955,0.11,-0.20,1.01,15.14,12.33,-8.91,-7.30,42.49,-109.50,1
V,2022-10-29 11:27:11.442938,0.12,-0.20,1.06,13.92,13.98,-10.56,-7.30,42.49,-109.50,1
V,2022-10-29 11:27:11.458935,0.11,-0.24,0.97,5.86,21.42,-15.99,-8.13,42.02,-110.79,1
V,2022-10-29 11:27:11.474933,0.13,-0.25,0.98,1.34,16.48,-16.97,-8.13,42.02,-110.79,1
V,2022-10-29 11:27:11.498941,0.13,-0.23,0.97,-2.08,16.24,-15.63,-8.12,41.33,-114.93,1
V,2022-10-29 11:27:11.514932,0.12,-0.19,0.98,-3.60,18.37,-14.89,-8.12,41.33,-114.93,1
V,2022-10-29 11:27:11.530956,0.11,-0.16,0.96,-5.68,18.92,-18.13,-8.12,41.33,-114.93,1
V,2022-10-29 11:27:11.555836,0.09,-0.18,0.85,-3.97,23.68,-25.21,-8.63,40.30,-117.30,1
V,2022-10-29 11:27:11.571452,0.11,-0.25,0.77,9.89,12.94,-19.96,-8.63,40.30,-117.30,1
V,2022-10-29 11:27:11.587447,0.07,-0.30,0.69,25.82,-5.62,-8.06,-8.63,40.30,-117.30,1
V,2022-10-29 11:27:11.611459,0.08,-0.35,0.57,47.79,-42.79,5.68,-8.74,39.79,-118.09,1
V,2022-10-29 11:27:11.627450,0.06,-0.31,0.82,33.02,-29.72,0.37,-8.74,39.79,-118.09,1
V,2022-10-29 11:27:11.643458,0.07,-0.34,0.83,8.48,-9.28,-5.19,-9.51,40.81,-117.33,1
V,2022-10-29 11:27:11.659462,0.08,-0.27,0.88,-20.20,5.98,-8.36,-9.51,40.81,-117.33,1
V,2022-10-29 11:27:11.683773,0.10,-0.21,0.93,-33.02,17.40,-2.62,-9.51,40.81,-117.33,1
V,2022-10-29 11:27:11.699772,0.11,-0.17,0.96,-28.38,18.98,6.53,-9.07,39.12,-117.46,1
V,2022-10-29 11:27:11.715802,0.09,-0.17,0.95,-22.40,16.17,17.27,-9.07,39.12,-117.46,1
V,2022-10-29 11:27:11.739779,-0.06,-0.13,0.84,-4.70,-3.91,33.08,-9.07,39.12,-117.46,1
V,2022-10-29 11:27:11.755773,-0.17,-0.11,1.27,24.54,-11.05,41.38,-8.89,40.16,-117.20,1
V,2022-10-29 11:27:11.771781,0.13,-0.06,1.07,34.85,33.14,33.94,-8.89,40.16,-117.20,1
V,2022-10-29 11:27:11.787805,0.24,-0.12,0.98,24.78,38.33,13.67,-7.53,40.48,-116.71,1
V,2022-10-29 11:27:11.811780,0.28,-0.19,0.93,18.31,32.04,0.06,-7.53,40.48,-116.71,1
V,2022-10-29 11:27:11.827773,0.29,-0.23,0.88,22.64,22.22,1.16,-7.53,40.48,-116.71,1
