s,2022-10-17 09:54:24.975824,-0.09,-0.22,0.87,40.59,39.67,-75.26,54.27,76.93,-38.31,1
s,2022-10-17 09:54:24.984264,-0.08,-0.18,0.87,27.16,36.07,-77.45,54.27,76.93,-38.31,1
s,2022-10-17 09:54:24.992754,-0.07,-0.13,0.88,16.17,33.26,-76.11,54.27,76.93,-38.31,1
s,2022-10-17 09:54:25.002174,-0.04,-0.07,0.91,11.29,32.04,-64.21,50.98,73.71,-39.14,1
s,2022-10-17 09:54:25.010680,-0.01,-0.02,0.93,21.48,28.32,-55.30,50.98,73.71,-39.14,1
s,2022-10-17 09:54:25.019090,-0.03,-0.02,0.96,31.74,26.25,-47.97,50.98,73.71,-39.14,1
s,2022-10-17 09:54:25.027512,-0.04,-0.12,0.94,38.33,23.38,-44.68,50.98,73.71,-39.14,1
s,2022-10-17 09:54:25.035893,-0.02,-0.26,0.96,33.63,20.45,-46.75,50.98,73.71,-39.14,1
s,2022-10-17 09:54:25.044243,0.00,-0.37,0.89,20.39,18.98,-51.88,50.98,73.71,-39.14,1
s,2022-10-17 09:54:25.051631,0.00,-0.37,0.89,20.39,18.98,-51.88,47.81,71.75,-38.48,1
s,2022-10-17 09:54:25.060139,-0.02,-0.33,0.89,-6.23,21.61,-56.15,47.81,71.75,-38.48,1
s,2022-10-17 09:54:25.067642,0.01,-0.27,0.89,-6.23,21.61,-56.15,47.81,71.75,-38.48,1
s,2022-10-17 09:54:25.076020,0.04,-0.23,0.94,-11.78,22.16,-35.95,47.81,71.75,-38.48,1
s,2022-10-17 09:54:25.083568,0.05,-0.18,0.98,-11.78,22.16,-35.95,47.81,71.75,-38.48,1
s,2022-10-17 09:54:25.092073,-0.00,-0.17,0.98,-10.56,16.78,-30.76,47.81,71.75,-38.48,1
s,2022-10-17 09:54:25.101624,-0.02,-0.22,0.96,-4.70,13.85,-19.78,45.67,70.54,-39.26,1
s,2022-10-17 09:54:25.110031,-0.06,-0.29,0.98,1.83,9.89,-13.37,45.67,70.54,-39.26,1
s,2022-10-17 09:54:25.117614,-0.08,-0.34,0.97,1.83,9.89,-13.37,45.67,70.54,-39.26,1
s,2022-10-17 09:54:25.126148,-0.10,-0.36,0.93,1.65,7.32,-19.23,45.67,70.54,-39.26,1
s,2022-10-17 09:54:25.133532,-0.10,-0.34,0.93,1.65,7.32,-19.23,45.67,70.54,-39.26,1
s,2022-10-17 09:54:25.142171,-0.16,-0.29,0.94,-7.20,3.72,-22.52,45.67,70.54,-39.26,1
s,2022-10-17 09:54:25.151739,-0.16,-0.24,0.94,-9.70,3.85,-24.84,43.66,69.58,-38.66,1
s,2022-10-17 09:54:25.160415,-0.12,-0.21,0.93,-7.63,6.59,-26.00,43.66,69.58,-38.66,1
s,2022-10-17 09:54:25.168903,-0.09,-0.18,0.94,-4.94,7.81,-24.23,43.66,69.58,-38.66,1
s,2022-10-17 09:54:25.177269,-0.07,-0.13,0.97,1.34,6.35,-20.14,43.66,69.58,-38.66,1
s,2022-10-17 09:54:25.185736,-0.03,-0.11,0.97,9.70,2.56,-14.95,43.66,69.58,-38.66,1
s,2022-10-17 09:54:25.194259,-0.01,-0.14,0.91,15.44,-1.28,-11.78,43.66,69.58,-38.66,1
s,2022-10-17 09:54:25.201947,-0.01,-0.14,0.91,15.44,-1.28,-11.78,42.11,69.32,-38.46,1
s,2022-10-17 09:54:25.210358,-0.01,-0.26,0.87,7.20,-3.54,-18.86,0.00,0.00,0.00,1
s,2022-10-17 09:54:25.219009,-0.03,-0.26,0.86,-0.79,-2.93,-25.21,0.00,0.00,0.00,1
s,2022-10-17 09:54:25.227583,-0.04,-0.17,0.87,-8.30,0.18,-30.33,0.00,0.00,0.00,1
s,2022-10-17 09:54:25.234022,-0.04,-0.17,0.87,-8.30,0.18,-30.33,0.00,0.00,0.00,1
s,2022-10-17 09:54:25.242571,-0.13,-0.16,0.90,-14.16,5.19,-33.20,0.00,0.00,0.00,1
s,2022-10-17 09:54:25.252160,-0.14,-0.16,0.92,-16.72,9.22,-31.25,39.97,69.27,-39.78,1
s,2022-10-17 09:54:25.260242,-0.13,-0.18,0.93,-23.25,18.49,-26.25,0.00,0.00,ovf,1
s,2022-10-17 09:54:25.268372,-0.13,-0.19,0.93,-26.49,22.71,-18.80,0.00,0.00,ovf,1
s,2022-10-17 09:54:25.276560,-0.13,-0.20,0.96,-26.67,26.49,-10.19,0.00,0.00,ovf,1
s,2022-10-17 09:54:25.283807,-1.23,-0.20,1.25,-26.67,26.49,-10.19,0.00,0.00,ovf,1
s,2022-10-17 09:54:25.291849,-0.41,-0.12,1.00,-7.14,11.23,4.58,0.00,0.00,ovf,1
s,2022-10-17 09:54:25.301164,-0.10,-0.13,0.99,66.35,16.78,18.62,39.38,69.78,-41.13,1
s,2022-10-17 09:54:25.309571,-0.08,-0.55,0.99,33.45,32.17,18.01,39.38,69.78,-41.13,1
s,2022-10-17 09:54:25.317074,-0.09,-0.66,0.83,33.45,32.17,18.01,39.38,69.78,-41.13,1
s,2022-10-17 09:54:25.325566,-0.11,-0.46,0.81,8.36,34.91,9.34,39.38,69.78,-41.13,1
s,2022-10-17 09:54:25.334123,-0.10,-0.33,0.82,-10.99,42.05,6.47,39.38,69.78,-41.13,1
s,2022-10-17 09:54:25.342562,-0.10,-0.29,0.77,-26.49,41.99,15.50,39.38,69.78,-41.13,1
s,2022-10-17 09:54:25.351186,-0.08,-0.20,0.84,-26.49,41.99,15.50,40.82,70.47,-42.31,1
s,2022-10-17 09:54:25.359553,-0.07,-0.16,0.83,-53.53,41.87,29.30,40.82,70.47,-42.31,1
s,2022-10-17 09:54:25.367060,-0.06,-0.14,0.81,-53.53,41.87,29.30,40.82,70.47,-42.31,1
s,2022-10-17 09:54:25.375170,-0.06,-0.19,0.83,-54.69,34.97,32.84,0.00,0.00,ovf,1
s,2022-10-17 09:54:25.383205,-0.05,-0.14,0.92,-57.56,27.95,31.98,0.00,0.00,ovf,1
s,2022-10-17 09:54:25.391187,-0.05,-0.08,0.90,-61.83,19.96,30.40,0.00,0.00,ovf,1
s,2022-10-17 09:54:25.400620,-0.04,-0.06,0.93,-59.69,11.54,31.92,42.86,70.98,-45.07,1
s,2022-10-17 09:54:25.409067,-0.04,-0.05,0.96,-53.89,1.40,36.25,42.86,70.98,-45.07,1
s,2022-10-17 09:54:25.416621,-0.04,-0.06,0.96,-53.89,1.40,36.25,42.86,70.98,-45.07,1
s,2022-10-17 09:54:25.425183,-0.05,-0.07,0.93,-39.25,-18.49,40.77,42.86,70.98,-45.07,1
s,2022-10-17 09:54:25.433730,-0.07,-0.04,0.93,-40.65,-24.48,37.60,42.86,70.98,-45.07,1
s,2022-10-17 09:54:25.442195,-0.08,0.04,0.91,-41.38,-27.34,31.19,42.86,70.98,-45.07,1
s,2022-10-17 09:54:25.451626,-0.09,0.11,0.91,-37.84,-28.56,23.50,44.08,70.89,-43.76,1
s,2022-10-17 09:54:25.460040,-0.10,0.13,0.93,-27.59,-26.92,10.44,44.08,70.89,-43.76,1
s,2022-10-17 09:54:25.468710,-0.09,0.12,0.94,-23.80,-26.31,5.92,44.08,70.89,-43.76,1
s,2022-10-17 09:54:25.477146,-0.10,0.04,0.97,-22.46,-26.73,2.14,44.08,70.89,-43.76,1
s,2022-10-17 09:54:25.483665,-0.10,0.04,0.97,-22.46,-26.73,2.14,44.08,70.89,-43.76,1
